;ir_1;red;green;blue;vis_1;vis_2;vis_3;ir_2;ir_3;intervention
1809;28273.0;147.0;66.0;37.0;4730.0;722.0;220.0;4163.0;1293.0;uniform_red_mid
1810;22112.0;90.0;54.0;49.0;4609.0;733.0;184.0;3227.0;850.0;uniform_red_mid
1811;16760.0;116.0;0.0;37.0;2527.0;400.0;101.0;2573.0;697.0;uniform_red_mid
1812;20048.0;149.0;1.0;19.0;2276.0;340.0;109.0;2760.0;958.0;uniform_red_mid
1813;21271.0;108.0;47.0;43.0;3902.0;581.0;199.0;2994.0;1043.0;uniform_red_mid
1814;25601.0;150.0;72.0;28.0;3918.0;649.0;224.0;4048.0;1403.0;uniform_red_mid
1815;24901.0;135.0;30.0;37.0;4019.0;506.0;152.0;3129.0;946.0;uniform_red_mid
1816;16302.0;111.0;13.0;45.0;3183.0;549.0;87.0;2959.0;494.0;uniform_red_mid
1817;25033.0;128.0;35.0;65.0;5395.0;611.0;215.0;2993.0;1089.0;uniform_red_mid
1818;20264.0;86.0;85.0;7.0;3131.0;504.0;107.0;2595.0;724.0;uniform_red_mid
1819;16821.0;95.0;23.0;63.0;3900.0;516.0;175.0;2161.0;748.0;uniform_red_mid
1820;21685.0;137.0;40.0;60.0;4003.0;835.0;208.0;4013.0;1074.0;uniform_red_mid
1821;13283.0;96.0;32.0;12.0;2098.0;305.0;79.0;2351.0;549.0;uniform_red_mid
1822;20747.0;112.0;39.0;82.0;5016.0;885.0;267.0;3084.0;1063.0;uniform_red_mid
1823;25372.0;119.0;64.0;74.0;5779.0;900.0;219.0;3531.0;813.0;uniform_red_mid
1824;18318.0;106.0;38.0;62.0;4113.0;672.0;150.0;2783.0;702.0;uniform_red_mid
1825;22868.0;137.0;47.0;46.0;3976.0;548.0;150.0;3090.0;935.0;uniform_red_mid
1826;28756.0;151.0;13.0;72.0;6058.0;732.0;181.0;3713.0;1010.0;uniform_red_mid
1827;17883.0;96.0;72.0;26.0;3125.0;453.0;126.0;2340.0;665.0;uniform_red_mid
1828;28006.0;141.0;60.0;35.0;4738.0;720.0;140.0;4081.0;905.0;uniform_red_mid
1829;25542.0;144.0;63.0;29.0;3845.0;691.0;184.0;4171.0;1163.0;uniform_red_mid
1830;19735.0;127.0;25.0;61.0;3735.0;605.0;135.0;3063.0;678.0;uniform_red_mid
1831;14423.0;102.0;10.0;26.0;2032.0;278.0;91.0;1987.0;627.0;uniform_red_mid
1832;23811.0;137.0;46.0;62.0;4975.0;726.0;215.0;3681.0;1116.0;uniform_red_mid
1833;27737.0;167.0;12.0;83.0;5693.0;975.0;224.0;4430.0;1178.0;uniform_red_mid
1834;18802.0;138.0;35.0;57.0;3366.0;812.0;207.0;4125.0;1049.0;uniform_red_mid
1835;17420.0;110.0;19.0;16.0;2028.0;271.0;72.0;2279.0;636.0;uniform_red_mid
1836;17706.0;89.0;48.0;67.0;4148.0;618.0;166.0;2428.0;603.0;uniform_red_mid
1837;22953.0;138.0;20.0;85.0;5202.0;781.0;300.0;3387.0;1266.0;uniform_red_mid
1838;20557.0;119.0;26.0;30.0;2923.0;441.0;94.0;2875.0;634.0;uniform_red_mid
1839;21093.0;115.0;51.0;22.0;3259.0;485.0;148.0;2958.0;994.0;uniform_red_mid
1840;14387.0;94.0;6.0;54.0;3004.0;568.0;139.0;2541.0;720.0;uniform_red_mid
1841;21611.0;110.0;68.0;42.0;4822.0;744.0;205.0;3754.0;1047.0;uniform_red_mid
1842;16814.0;100.0;23.0;55.0;3515.0;516.0;126.0;2369.0;651.0;uniform_red_mid
1843;15005.0;92.0;6.0;28.0;2363.0;305.0;68.0;2174.0;530.0;uniform_red_mid
1844;16436.0;92.0;54.0;14.0;2457.0;357.0;79.0;2562.0;621.0;uniform_red_mid
1845;27943.0;161.0;64.0;41.0;5010.0;774.0;242.0;4368.0;1480.0;uniform_red_mid
1846;24477.0;160.0;14.0;17.0;2800.0;389.0;113.0;3261.0;915.0;uniform_red_mid
1847;22027.0;129.0;21.0;60.0;4200.0;582.0;158.0;2904.0;852.0;uniform_red_mid
1848;27736.0;129.0;69.0;53.0;5666.0;645.0;192.0;3329.0;1051.0;uniform_red_mid
1849;25719.0;149.0;5.0;72.0;5209.0;715.0;206.0;3656.0;1137.0;uniform_red_mid
1850;15708.0;118.0;20.0;17.0;2067.0;345.0;96.0;2675.0;858.0;uniform_red_mid
1851;19160.0;114.0;3.0;76.0;4013.0;532.0;194.0;2311.0;871.0;uniform_red_mid
1852;16733.0;105.0;26.0;26.0;2462.0;353.0;89.0;2420.0;678.0;uniform_red_mid
1853;29036.0;158.0;82.0;5.0;4045.0;690.0;180.0;4582.0;1340.0;uniform_red_mid
1854;18544.0;88.0;54.0;77.0;4762.0;581.0;220.0;2187.0;1017.0;uniform_red_mid
1855;26713.0;121.0;80.0;36.0;4825.0;480.0;168.0;2922.0;1079.0;uniform_red_mid
1856;24468.0;129.0;74.0;45.0;4321.0;633.0;206.0;3382.0;1150.0;uniform_red_mid
1857;26493.0;120.0;49.0;85.0;5958.0;1032.0;290.0;3831.0;1099.0;uniform_red_mid
1858;15433.0;93.0;34.0;17.0;2036.0;319.0;111.0;2037.0;772.0;uniform_red_mid
1859;23241.0;93.0;81.0;59.0;5551.0;818.0;160.0;3230.0;825.0;uniform_red_mid
1860;28716.0;136.0;84.0;9.0;4536.0;562.0;166.0;3614.0;1129.0;uniform_red_mid
1861;13458.0;102.0;8.0;11.0;1434.0;174.0;54.0;1682.0;522.0;uniform_red_mid
1862;19459.0;102.0;50.0;3.0;2532.0;356.0;103.0;2806.0;851.0;uniform_red_mid
1863;24619.0;132.0;49.0;45.0;4665.0;608.0;162.0;3399.0;995.0;uniform_red_mid
1864;14893.0;98.0;11.0;16.0;1636.0;264.0;79.0;2095.0;641.0;uniform_red_mid
1865;25517.0;143.0;63.0;12.0;3528.0;534.0;145.0;3720.0;1059.0;uniform_red_mid
1866;19240.0;148.0;0.0;4.0;2128.0;319.0;95.0;3075.0;921.0;uniform_red_mid
1867;22537.0;158.0;22.0;31.0;3234.0;496.0;111.0;3438.0;812.0;uniform_red_mid
1868;29229.0;156.0;61.0;38.0;4824.0;747.0;214.0;4526.0;1283.0;uniform_red_mid
1869;25003.0;114.0;52.0;85.0;5142.0;947.0;247.0;3835.0;959.0;uniform_red_mid
1870;21384.0;129.0;26.0;58.0;4389.0;737.0;169.0;3638.0;835.0;uniform_red_mid
1871;20634.0;134.0;36.0;16.0;2866.0;449.0;112.0;3302.0;885.0;uniform_red_mid
1872;32087.0;140.0;81.0;85.0;7656.0;992.0;271.0;4111.0;1215.0;uniform_red_mid
1873;23403.0;131.0;62.0;39.0;3861.0;700.0;211.0;3927.0;1165.0;uniform_red_mid
1874;25627.0;126.0;75.0;73.0;6117.0;889.0;283.0;3815.0;1332.0;uniform_red_mid
1875;26428.0;153.0;34.0;42.0;4319.0;581.0;200.0;3578.0;1238.0;uniform_red_mid
1876;16108.0;93.0;19.0;30.0;2574.0;357.0;86.0;2003.0;581.0;uniform_red_mid
1877;19731.0;100.0;66.0;82.0;5346.0;754.0;270.0;3265.0;1066.0;uniform_red_mid
1878;23037.0;128.0;5.0;51.0;4082.0;520.0;126.0;2898.0;721.0;uniform_red_mid
1879;15883.0;121.0;1.0;4.0;1721.0;231.0;62.0;2373.0;623.0;uniform_red_mid
1880;23425.0;123.0;56.0;82.0;5547.0;917.0;221.0;3873.0;960.0;uniform_red_mid
1881;27434.0;102.0;65.0;79.0;7061.0;875.0;224.0;3555.0;813.0;uniform_red_mid
1882;31734.0;168.0;82.0;60.0;6249.0;944.0;298.0;4866.0;1483.0;uniform_red_mid
1883;17388.0;86.0;55.0;26.0;2701.0;427.0;100.0;2174.0;614.0;uniform_red_mid
1884;29031.0;165.0;34.0;72.0;5607.0;961.0;233.0;4584.0;1231.0;uniform_red_mid
1885;18070.0;129.0;17.0;32.0;2701.0;398.0;102.0;2694.0;708.0;uniform_red_mid
1886;21750.0;114.0;60.0;85.0;5500.0;856.0;235.0;3243.0;910.0;uniform_red_mid
1887;13751.0;96.0;6.0;25.0;1909.0;243.0;61.0;1742.0;433.0;uniform_red_mid
1888;26612.0;169.0;34.0;35.0;3972.0;623.0;176.0;4198.0;1232.0;uniform_red_mid
1889;24159.0;114.0;69.0;31.0;3846.0;585.0;131.0;3297.0;744.0;uniform_red_mid
1890;21753.0;89.0;64.0;76.0;5597.0;702.0;216.0;2972.0;916.0;uniform_red_mid
1891;18356.0;102.0;20.0;62.0;4219.0;529.0;156.0;2392.0;854.0;uniform_red_mid
1892;18239.0;119.0;2.0;54.0;3174.0;524.0;141.0;2864.0;742.0;uniform_red_mid
1893;28290.0;170.0;30.0;64.0;5194.0;822.0;192.0;4243.0;1042.0;uniform_red_mid
1894;29976.0;133.0;70.0;79.0;6587.0;965.0;313.0;4044.0;1383.0;uniform_red_mid
1895;24025.0;92.0;56.0;70.0;4964.0;796.0;202.0;3510.0;867.0;uniform_red_mid
1896;26788.0;159.0;50.0;68.0;5022.0;856.0;212.0;4516.0;1131.0;uniform_red_mid
1897;28796.0;170.0;74.0;12.0;4020.0;651.0;214.0;4592.0;1487.0;uniform_red_mid
1898;21165.0;126.0;55.0;32.0;3997.0;514.0;168.0;3040.0;1044.0;uniform_red_mid
1899;15545.0;99.0;12.0;42.0;2829.0;369.0;108.0;2165.0;632.0;uniform_red_mid
1900;27564.0;123.0;72.0;66.0;6511.0;790.0;337.0;3246.0;1427.0;uniform_red_mid
1901;23066.0;143.0;6.0;58.0;4111.0;706.0;121.0;3873.0;693.0;uniform_red_mid
1902;15705.0;89.0;18.0;54.0;3447.0;512.0;144.0;2395.0;626.0;uniform_red_mid
1903;16913.0;86.0;27.0;35.0;3080.0;343.0;132.0;1935.0;715.0;uniform_red_mid
1904;22952.0;143.0;38.0;32.0;3390.0;461.0;160.0;3081.0;1065.0;uniform_red_mid
1905;25983.0;157.0;11.0;72.0;5018.0;744.0;191.0;3819.0;950.0;uniform_red_mid
1906;20028.0;87.0;35.0;75.0;5647.0;690.0;211.0;2734.0;842.0;uniform_red_mid
1907;14193.0;89.0;3.0;34.0;2234.0;294.0;73.0;1780.0;471.0;uniform_red_mid
1908;20132.0;111.0;68.0;4.0;3080.0;354.0;137.0;2422.0;815.0;uniform_red_mid
1909;21344.0;135.0;32.0;18.0;2825.0;363.0;124.0;2877.0;1015.0;uniform_red_mid
1910;26331.0;94.0;77.0;85.0;7441.0;1163.0;325.0;3976.0;1105.0;uniform_red_mid
1911;24524.0;112.0;56.0;78.0;5597.0;849.0;203.0;3597.0;848.0;uniform_red_mid
1912;22276.0;130.0;46.0;4.0;3058.0;453.0;138.0;3254.0;1047.0;uniform_red_mid
1913;15119.0;87.0;5.0;79.0;4006.0;588.0;187.0;2427.0;738.0;uniform_red_mid
1914;13951.0;87.0;35.0;12.0;1721.0;233.0;87.0;1711.0;638.0;uniform_red_mid
1915;20273.0;122.0;60.0;18.0;2910.0;520.0;136.0;3312.0;913.0;uniform_red_mid
1916;22619.0;103.0;59.0;73.0;5697.0;885.0;266.0;3971.0;1101.0;uniform_red_mid
1917;15544.0;89.0;7.0;46.0;3206.0;457.0;89.0;2310.0;452.0;uniform_red_mid
1918;25512.0;169.0;17.0;34.0;3583.0;539.0;137.0;3825.0;1032.0;uniform_red_mid
1919;17220.0;105.0;27.0;73.0;4473.0;717.0;209.0;2877.0;910.0;uniform_red_mid
1920;22845.0;148.0;14.0;32.0;3150.0;455.0;131.0;3153.0;997.0;uniform_red_mid
1921;15565.0;112.0;33.0;5.0;1930.0;256.0;93.0;2158.0;806.0;uniform_red_mid
1922;28759.0;170.0;49.0;28.0;4256.0;551.0;172.0;3796.0;1274.0;uniform_red_mid
1923;32161.0;158.0;78.0;79.0;6975.0;1112.0;253.0;5108.0;1275.0;uniform_red_mid
1924;25335.0;131.0;64.0;57.0;5224.0;734.0;231.0;3615.0;1272.0;uniform_red_mid
1925;20358.0;119.0;55.0;8.0;2843.0;437.0;161.0;3098.0;1109.0;uniform_red_mid
1926;26848.0;140.0;80.0;48.0;5401.0;857.0;253.0;4382.0;1279.0;uniform_red_mid
1927;26600.0;141.0;30.0;75.0;5654.0;847.0;263.0;3827.0;1209.0;uniform_red_mid
1928;24627.0;150.0;21.0;76.0;5391.0;867.0;134.0;4221.0;674.0;uniform_red_mid
1929;21824.0;98.0;71.0;59.0;5362.0;762.0;271.0;3416.0;1189.0;uniform_red_mid
1930;21110.0;98.0;71.0;32.0;4198.0;578.0;165.0;2865.0;841.0;uniform_red_mid
1931;20046.0;112.0;62.0;62.0;4258.0;695.0;227.0;3297.0;1074.0;uniform_red_mid
1932;29551.0;160.0;73.0;50.0;5558.0;881.0;234.0;4609.0;1284.0;uniform_red_mid
1933;21079.0;102.0;69.0;70.0;4346.0;832.0;191.0;3450.0;960.0;uniform_red_mid
1934;24954.0;150.0;55.0;29.0;3855.0;634.0;172.0;4173.0;1164.0;uniform_red_mid
1935;22585.0;119.0;58.0;69.0;5551.0;677.0;238.0;3269.0;993.0;uniform_red_mid
1936;20166.0;101.0;49.0;64.0;4592.0;677.0;179.0;2789.0;746.0;uniform_red_mid
1937;15823.0;122.0;1.0;7.0;1660.0;239.0;53.0;2289.0;631.0;uniform_red_mid
1938;27397.0;135.0;76.0;62.0;6122.0;809.0;270.0;3916.0;1299.0;uniform_red_mid
1939;28279.0;147.0;80.0;52.0;5564.0;922.0;285.0;4563.0;1419.0;uniform_red_mid
1940;18428.0;102.0;78.0;24.0;3400.0;555.0;107.0;2783.0;679.0;uniform_red_mid
1941;18647.0;127.0;4.0;56.0;3596.0;624.0;148.0;3334.0;808.0;uniform_red_mid
1942;14344.0;91.0;35.0;15.0;2210.0;333.0;71.0;2140.0;528.0;uniform_red_mid
1943;19841.0;111.0;59.0;4.0;3162.0;421.0;135.0;2781.0;895.0;uniform_red_mid
1944;26917.0;166.0;73.0;32.0;4294.0;604.0;181.0;3926.0;1150.0;uniform_red_mid
1945;13838.0;97.0;25.0;48.0;2832.0;592.0;146.0;2833.0;753.0;uniform_red_mid
1946;26954.0;129.0;48.0;83.0;5808.0;758.0;265.0;3124.0;1124.0;uniform_red_mid
1947;16138.0;91.0;64.0;50.0;3098.0;679.0;133.0;2956.0;633.0;uniform_red_mid
1948;28790.0;152.0;69.0;65.0;5831.0;1013.0;279.0;4748.0;1411.0;uniform_red_mid
1949;17607.0;119.0;29.0;20.0;2126.0;311.0;109.0;2333.0;874.0;uniform_red_mid
1950;33373.0;159.0;65.0;68.0;6856.0;802.0;210.0;4095.0;1111.0;uniform_red_mid
1951;11533.0;99.0;8.0;16.0;1482.0;243.0;64.0;2011.0;583.0;uniform_red_mid
1952;18402.0;132.0;7.0;7.0;2081.0;294.0;84.0;2656.0;842.0;uniform_red_mid
1953;25733.0;162.0;13.0;42.0;3878.0;578.0;193.0;3727.0;1295.0;uniform_red_mid
1954;16088.0;116.0;16.0;36.0;2522.0;409.0;113.0;2709.0;743.0;uniform_red_mid
1955;17660.0;132.0;9.0;29.0;2297.0;389.0;107.0;2805.0;774.0;uniform_red_mid
1956;22405.0;108.0;82.0;62.0;4667.0;959.0;287.0;3964.0;1221.0;uniform_red_mid
1957;26758.0;165.0;82.0;10.0;3926.0;668.0;198.0;4548.0;1299.0;uniform_red_mid
1958;21732.0;97.0;69.0;46.0;4778.0;655.0;201.0;3011.0;953.0;uniform_red_mid
1959;17979.0;125.0;24.0;52.0;3280.0;501.0;176.0;2860.0;998.0;uniform_red_mid
1960;22285.0;116.0;41.0;59.0;4753.0;820.0;149.0;3413.0;740.0;uniform_red_mid
1961;15694.0;124.0;15.0;31.0;2314.0;389.0;132.0;2504.0;945.0;uniform_red_mid
1962;18995.0;99.0;60.0;13.0;2892.0;493.0;118.0;3106.0;780.0;uniform_red_mid
1963;21768.0;122.0;18.0;44.0;3619.0;570.0;173.0;3383.0;1053.0;uniform_red_mid
1964;18258.0;93.0;27.0;61.0;3687.0;565.0;125.0;2609.0;649.0;uniform_red_mid
1965;27740.0;160.0;24.0;58.0;4935.0;691.0;187.0;3817.0;1071.0;uniform_red_mid
1966;20171.0;132.0;24.0;17.0;2403.0;347.0;101.0;2846.0;813.0;uniform_red_mid
1967;25087.0;153.0;31.0;40.0;3999.0;589.0;147.0;3656.0;951.0;uniform_red_mid
1968;32629.0;154.0;75.0;83.0;7149.0;1128.0;289.0;4715.0;1336.0;uniform_red_mid
1969;23381.0;146.0;49.0;62.0;4676.0;806.0;256.0;3903.0;1272.0;uniform_red_mid
1970;25432.0;123.0;84.0;33.0;4343.0;654.0;144.0;3668.0;795.0;uniform_red_mid
1971;17056.0;101.0;55.0;3.0;2706.0;361.0;96.0;2325.0;773.0;uniform_red_mid
1972;22123.0;89.0;55.0;76.0;6203.0;800.0;194.0;3478.0;836.0;uniform_red_mid
1973;19482.0;116.0;35.0;16.0;2636.0;366.0;87.0;2609.0;705.0;uniform_red_mid
1974;18826.0;104.0;38.0;22.0;2734.0;397.0;116.0;2781.0;833.0;uniform_red_mid
1975;23033.0;136.0;39.0;18.0;2930.0;436.0;119.0;3241.0;877.0;uniform_red_mid
1976;29954.0;170.0;32.0;69.0;5638.0;847.0;283.0;4384.0;1471.0;uniform_red_mid
1977;27354.0;161.0;30.0;83.0;6230.0;827.0;194.0;4014.0;943.0;uniform_red_mid
1978;25405.0;129.0;78.0;39.0;4742.0;781.0;211.0;4055.0;1139.0;uniform_red_mid
1979;27520.0;166.0;69.0;3.0;3604.0;531.0;161.0;4028.0;1244.0;uniform_red_mid
1980;13880.0;96.0;33.0;0.0;1898.0;249.0;80.0;1964.0;625.0;uniform_red_mid
1981;23848.0;130.0;74.0;7.0;3565.0;555.0;101.0;3860.0;693.0;uniform_red_mid
1982;26111.0;147.0;41.0;66.0;4872.0;816.0;183.0;3988.0;920.0;uniform_red_mid
1983;22171.0;160.0;12.0;10.0;2471.0;363.0;109.0;3231.0;1045.0;uniform_red_mid
1984;24212.0;109.0;65.0;66.0;5686.0;771.0;236.0;3566.0;1064.0;uniform_red_mid
1985;31766.0;161.0;23.0;77.0;6263.0;786.0;212.0;3830.0;1103.0;uniform_red_mid
1986;25451.0;148.0;14.0;76.0;5334.0;744.0;160.0;3649.0;882.0;uniform_red_mid
1987;26530.0;152.0;42.0;24.0;3800.0;478.0;167.0;3305.0;1206.0;uniform_red_mid
1988;30394.0;167.0;38.0;72.0;6142.0;846.0;246.0;4187.0;1235.0;uniform_red_mid
1989;20347.0;105.0;73.0;30.0;3504.0;607.0;165.0;3203.0;832.0;uniform_red_mid
1990;19733.0;134.0;26.0;65.0;4000.0;658.0;218.0;3459.0;1068.0;uniform_red_mid
1991;22443.0;114.0;39.0;76.0;5528.0;727.0;240.0;3078.0;965.0;uniform_red_mid
1992;22237.0;158.0;17.0;54.0;3626.0;690.0;130.0;3971.0;806.0;uniform_red_mid
1993;20588.0;142.0;42.0;0.0;2589.0;381.0;118.0;3019.0;939.0;uniform_red_mid
1994;24481.0;155.0;47.0;63.0;4730.0;864.0;199.0;4327.0;1047.0;uniform_red_mid
1995;25085.0;152.0;7.0;60.0;4594.0;684.0;226.0;3765.0;1192.0;uniform_red_mid
1996;26047.0;160.0;43.0;31.0;3907.0;608.0;159.0;3990.0;1086.0;uniform_red_mid
1997;18043.0;101.0;55.0;32.0;3465.0;481.0;120.0;2437.0;659.0;uniform_red_mid
1998;21038.0;129.0;44.0;43.0;3702.0;603.0;166.0;3388.0;974.0;uniform_red_mid
1999;16961.0;114.0;25.0;56.0;3259.0;542.0;105.0;2593.0;554.0;uniform_red_mid
2000;15563.0;11.0;140.0;20.0;4445.0;510.0;148.0;1795.0;535.0;uniform_green_mid
2001;17074.0;71.0;90.0;17.0;3771.0;427.0;131.0;2207.0;764.0;uniform_green_mid
2002;17950.0;47.0;112.0;84.0;6729.0;836.0;249.0;2566.0;822.0;uniform_green_mid
2003;22138.0;39.0;141.0;84.0;7870.0;1022.0;278.0;3021.0;885.0;uniform_green_mid
2004;14514.0;42.0;103.0;32.0;3956.0;526.0;170.0;1760.0;661.0;uniform_green_mid
2005;23681.0;67.0;141.0;70.0;7234.0;1167.0;285.0;3551.0;1025.0;uniform_green_mid
2006;19038.0;47.0;158.0;15.0;4744.0;708.0;200.0;3078.0;979.0;uniform_green_mid
2007;19571.0;77.0;102.0;34.0;3977.0;555.0;200.0;3087.0;859.0;uniform_green_mid
2008;24505.0;56.0;159.0;82.0;8146.0;1015.0;238.0;3512.0;841.0;uniform_green_mid
2009;11693.0;3.0;90.0;56.0;4079.0;604.0;178.0;1423.0;515.0;uniform_green_mid
2010;28693.0;84.0;158.0;76.0;7915.0;1204.0;315.0;4318.0;1145.0;uniform_green_mid
2011;21501.0;78.0;111.0;60.0;5319.0;807.0;291.0;2905.0;1133.0;uniform_green_mid
2012;16069.0;30.0;152.0;4.0;4176.0;579.0;163.0;2419.0;744.0;uniform_green_mid
2013;13274.0;40.0;104.0;6.0;2941.0;432.0;124.0;1984.0;667.0;uniform_green_mid
2014;20166.0;48.0;102.0;80.0;6487.0;994.0;241.0;2900.0;713.0;uniform_green_mid
2015;18854.0;35.0;143.0;68.0;6291.0;1067.0;228.0;3156.0;745.0;uniform_green_mid
2016;14452.0;31.0;109.0;32.0;3583.0;562.0;151.0;1951.0;575.0;uniform_green_mid
2017;20642.0;55.0;100.0;85.0;5967.0;908.0;248.0;2654.0;903.0;uniform_green_mid
2018;10354.0;33.0;89.0;13.0;2726.0;330.0;127.0;1577.0;425.0;uniform_green_mid
2019;12287.0;44.0;103.0;5.0;2685.0;495.0;113.0;2254.0;564.0;uniform_green_mid
2020;16628.0;35.0;152.0;5.0;3968.0;605.0;160.0;2336.0;821.0;uniform_green_mid
2021;18210.0;58.0;132.0;33.0;4368.0;784.0;188.0;3083.0;876.0;uniform_green_mid
2022;15280.0;47.0;87.0;67.0;4088.0;794.0;161.0;2185.0;558.0;uniform_green_mid
2023;17245.0;3.0;150.0;62.0;5930.0;848.0;212.0;2293.0;581.0;uniform_green_mid
2024;16348.0;73.0;101.0;2.0;3280.0;413.0;141.0;2058.0;823.0;uniform_green_mid
2025;22484.0;70.0;152.0;53.0;6137.0;962.0;302.0;3594.0;1099.0;uniform_green_mid
2026;16689.0;50.0;107.0;26.0;4030.0;463.0;156.0;1784.0;721.0;uniform_green_mid
2027;29054.0;79.0;162.0;61.0;7884.0;982.0;350.0;3754.0;1276.0;uniform_green_mid
2028;19495.0;52.0;128.0;7.0;4951.0;574.0;136.0;2223.0;663.0;uniform_green_mid
2029;25360.0;84.0;144.0;25.0;5188.0;797.0;197.0;3432.0;951.0;uniform_green_mid
2030;10265.0;2.0;89.0;56.0;4029.0;672.0;116.0;1646.0;302.0;uniform_green_mid
2031;25150.0;81.0;170.0;36.0;6191.0;901.0;251.0;3802.0;1156.0;uniform_green_mid
2032;17828.0;0.0;148.0;75.0;6542.0;1072.0;285.0;2873.0;874.0;uniform_green_mid
2033;13162.0;35.0;98.0;61.0;4329.0;625.0;227.0;1633.0;677.0;uniform_green_mid
2034;18661.0;53.0;134.0;45.0;5547.0;654.0;223.0;2450.0;895.0;uniform_green_mid
2035;14439.0;48.0;123.0;58.0;4341.0;781.0;216.0;2489.0;780.0;uniform_green_mid
2036;19360.0;40.0;150.0;48.0;6063.0;830.0;202.0;3019.0;797.0;uniform_green_mid
2037;20812.0;75.0;120.0;49.0;5661.0;806.0;212.0;2820.0;926.0;uniform_green_mid
2038;20480.0;41.0;159.0;62.0;6296.0;901.0;270.0;2925.0;922.0;uniform_green_mid
2039;16526.0;59.0;98.0;17.0;3470.0;550.0;134.0;2601.0;719.0;uniform_green_mid
2040;27392.0;77.0;112.0;69.0;7878.0;1052.0;242.0;3664.0;895.0;uniform_green_mid
2041;16126.0;39.0;149.0;33.0;4339.0;822.0;224.0;2633.0;816.0;uniform_green_mid
2042;10665.0;3.0;117.0;79.0;4862.0;920.0;258.0;2238.0;721.0;uniform_green_mid
2043;15886.0;39.0;89.0;79.0;5229.0;800.0;276.0;1929.0;724.0;uniform_green_mid
2044;22199.0;52.0;130.0;77.0;6571.0;951.0;248.0;2712.0;735.0;uniform_green_mid
2045;22880.0;41.0;160.0;73.0;6469.0;1195.0;307.0;3354.0;916.0;uniform_green_mid
2046;13263.0;5.0;150.0;16.0;4146.0;553.0;156.0;2147.0;637.0;uniform_green_mid
2047;16576.0;34.0;107.0;71.0;5399.0;826.0;304.0;2429.0;829.0;uniform_green_mid
2048;12712.0;52.0;102.0;54.0;3792.0;716.0;190.0;2314.0;810.0;uniform_green_mid
2049;25341.0;78.0;150.0;55.0;6748.0;978.0;282.0;3508.0;1157.0;uniform_green_mid
2050;17141.0;4.0;158.0;71.0;6455.0;1037.0;341.0;2742.0;939.0;uniform_green_mid
2051;19876.0;72.0;126.0;19.0;4346.0;573.0;176.0;2829.0;753.0;uniform_green_mid
2052;19652.0;76.0;106.0;8.0;3937.0;570.0;181.0;2736.0;905.0;uniform_green_mid
2053;18477.0;53.0;108.0;63.0;5830.0;912.0;259.0;3015.0;930.0;uniform_green_mid
2054;17044.0;29.0;108.0;72.0;5412.0;973.0;299.0;2777.0;732.0;uniform_green_mid
2055;22099.0;77.0;91.0;57.0;5508.0;701.0;192.0;2794.0;735.0;uniform_green_mid
2056;29193.0;62.0;170.0;81.0;8594.0;1191.0;336.0;3851.0;1296.0;uniform_green_mid
2057;13749.0;15.0;135.0;45.0;4343.0;656.0;216.0;1949.0;650.0;uniform_green_mid
2058;23996.0;78.0;154.0;24.0;5691.0;761.0;222.0;3496.0;1077.0;uniform_green_mid
2059;23935.0;85.0;146.0;19.0;4993.0;763.0;182.0;3657.0;1062.0;uniform_green_mid
2060;15989.0;33.0;124.0;48.0;4846.0;740.0;177.0;2446.0;598.0;uniform_green_mid
2061;24205.0;71.0;129.0;60.0;6356.0;988.0;361.0;3438.0;1375.0;uniform_green_mid
2062;9127.0;1.0;106.0;13.0;2753.0;330.0;107.0;1307.0;361.0;uniform_green_mid
2063;20319.0;73.0;98.0;75.0;6289.0;1082.0;217.0;3350.0;735.0;uniform_green_mid
2064;11609.0;27.0;107.0;9.0;2827.0;365.0;90.0;1590.0;381.0;uniform_green_mid
2065;18237.0;35.0;159.0;28.0;5073.0;725.0;188.0;2652.0;774.0;uniform_green_mid
2066;25183.0;81.0;121.0;46.0;5826.0;811.0;193.0;2854.0;825.0;uniform_green_mid
2067;27704.0;63.0;170.0;78.0;8635.0;1140.0;377.0;3649.0;1287.0;uniform_green_mid
2068;10396.0;39.0;86.0;7.0;2379.0;376.0;98.0;1735.0;406.0;uniform_green_mid
2069;24388.0;84.0;141.0;40.0;5589.0;792.0;225.0;3601.0;1045.0;uniform_green_mid
2070;13207.0;16.0;114.0;70.0;5143.0;870.0;237.0;2112.0;654.0;uniform_green_mid
2071;10140.0;4.0;99.0;67.0;3969.0;797.0;220.0;2014.0;624.0;uniform_green_mid
2072;8300.0;5.0;88.0;5.0;2201.0;296.0;103.0;1193.0;387.0;uniform_green_mid
2073;16679.0;18.0;164.0;56.0;5518.0;874.0;281.0;2601.0;882.0;uniform_green_mid
2074;20489.0;63.0;162.0;29.0;5009.0;797.0;224.0;2894.0;1002.0;uniform_green_mid
2075;24465.0;56.0;145.0;60.0;6208.0;840.0;289.0;3033.0;1016.0;uniform_green_mid
2076;16351.0;35.0;154.0;15.0;4391.0;684.0;182.0;2650.0;714.0;uniform_green_mid
2077;18525.0;49.0;143.0;28.0;4906.0;724.0;192.0;2847.0;929.0;uniform_green_mid
2078;11017.0;21.0;112.0;21.0;3386.0;437.0;120.0;1609.0;475.0;uniform_green_mid
2079;22541.0;66.0;134.0;78.0;6434.0;955.0;312.0;3083.0;1073.0;uniform_green_mid
