;ir_1;red;green;blue;vis_1;vis_2;vis_3;ir_2;ir_3;intervention
1388;23948.0;125.0;64.0;3.0;3493.0;449.0;131.0;3227.0;992.0;uniform_red_mid
1389;26939.0;153.0;47.0;64.0;5241.0;912.0;263.0;4538.0;1326.0;uniform_red_mid
1390;31501.0;166.0;84.0;72.0;6529.0;1028.0;263.0;4803.0;1276.0;uniform_red_mid
1391;23537.0;164.0;34.0;20.0;3135.0;471.0;110.0;3633.0;886.0;uniform_red_mid
1392;27677.0;158.0;76.0;39.0;4948.0;802.0;167.0;4408.0;979.0;uniform_red_mid
1393;19062.0;109.0;33.0;48.0;3406.0;512.0;152.0;2536.0;795.0;uniform_red_mid
1394;28735.0;157.0;52.0;47.0;5088.0;666.0;208.0;3716.0;1214.0;uniform_red_mid
1395;20001.0;140.0;0.0;8.0;2189.0;303.0;89.0;2810.0;889.0;uniform_red_mid
1396;20205.0;130.0;70.0;16.0;3078.0;448.0;156.0;3001.0;1068.0;uniform_red_mid
1397;17248.0;100.0;29.0;15.0;2282.0;330.0;103.0;2396.0;787.0;uniform_red_mid
1398;29291.0;144.0;70.0;76.0;5929.0;1122.0;305.0;4693.0;1443.0;uniform_red_mid
1399;22953.0;127.0;65.0;7.0;3333.0;406.0;97.0;2978.0;665.0;uniform_red_mid
1400;13292.0;95.0;60.0;16.0;2284.0;469.0;148.0;2869.0;963.0;uniform_red_mid
1401;25929.0;138.0;82.0;4.0;3940.0;632.0;137.0;4152.0;961.0;uniform_red_mid
1402;26344.0;113.0;73.0;62.0;5398.0;865.0;264.0;3843.0;1049.0;uniform_red_mid
1403;23601.0;109.0;47.0;60.0;5108.0;666.0;185.0;3158.0;942.0;uniform_red_mid
1404;26420.0;146.0;49.0;24.0;3961.0;539.0;156.0;3676.0;1111.0;uniform_red_mid
1405;21680.0;110.0;79.0;17.0;3246.0;534.0;163.0;3419.0;931.0;uniform_red_mid
1406;24590.0;154.0;24.0;31.0;3464.0;535.0;172.0;3650.0;1272.0;uniform_red_mid
1407;23070.0;142.0;42.0;46.0;4201.0;667.0;175.0;3588.0;1019.0;uniform_red_mid
1408;16081.0;113.0;21.0;43.0;2933.0;469.0;144.0;2610.0;775.0;uniform_red_mid
1409;18585.0;96.0;55.0;23.0;3192.0;468.0;123.0;2709.0;746.0;uniform_red_mid
1410;21189.0;129.0;45.0;5.0;2489.0;410.0;124.0;3479.0;980.0;uniform_red_mid
1411;20454.0;158.0;5.0;37.0;2983.0;545.0;132.0;3660.0;949.0;uniform_red_mid
1412;23287.0;150.0;8.0;20.0;2692.0;395.0;85.0;3447.0;813.0;uniform_red_mid
1413;22203.0;124.0;24.0;82.0;5385.0;713.0;205.0;2958.0;869.0;uniform_red_mid
1414;15156.0;117.0;65.0;14.0;2542.0;460.0;143.0;3105.0;938.0;uniform_red_mid
1415;15635.0;107.0;15.0;20.0;2007.0;306.0;85.0;2610.0;664.0;uniform_red_mid
1416;20172.0;104.0;63.0;34.0;3730.0;473.0;170.0;2657.0;943.0;uniform_red_mid
1417;23530.0;115.0;47.0;81.0;6273.0;862.0;221.0;3671.0;957.0;uniform_red_mid
1418;17642.0;122.0;31.0;49.0;3158.0;616.0;153.0;3253.0;769.0;uniform_red_mid
1419;23436.0;156.0;15.0;54.0;4113.0;666.0;192.0;3725.0;1139.0;uniform_red_mid
1420;19000.0;115.0;45.0;76.0;4160.0;746.0;181.0;3239.0;754.0;uniform_red_mid
1421;19801.0;118.0;6.0;29.0;2763.0;403.0;111.0;2800.0;793.0;uniform_red_mid
1422;20152.0;129.0;34.0;11.0;2589.0;393.0;124.0;3309.0;1058.0;uniform_red_mid
1423;17415.0;100.0;5.0;85.0;4656.0;739.0;192.0;2756.0;811.0;uniform_red_mid
1424;13087.0;92.0;3.0;27.0;1836.0;302.0;75.0;2109.0;530.0;uniform_red_mid
1425;28537.0;155.0;80.0;9.0;4040.0;545.0;197.0;4100.0;1301.0;uniform_red_mid
1426;24604.0;147.0;59.0;4.0;3265.0;488.0;136.0;3802.0;1020.0;uniform_red_mid
1427;22159.0;132.0;37.0;26.0;3085.0;464.0;143.0;3194.0;993.0;uniform_red_mid
1428;18180.0;93.0;75.0;36.0;3409.0;583.0;159.0;3079.0;813.0;uniform_red_mid
1429;18393.0;102.0;43.0;29.0;3232.0;456.0;123.0;2789.0;843.0;uniform_red_mid
1430;16951.0;121.0;15.0;51.0;3054.0;552.0;173.0;2794.0;882.0;uniform_red_mid
1431;26722.0;164.0;45.0;19.0;3622.0;478.0;139.0;3655.0;1090.0;uniform_red_mid
1432;22842.0;155.0;10.0;73.0;4719.0;760.0;183.0;3774.0;983.0;uniform_red_mid
1433;15105.0;95.0;63.0;7.0;2248.0;384.0;123.0;2567.0;839.0;uniform_red_mid
1434;22144.0;118.0;56.0;4.0;2871.0;445.0;91.0;3178.0;647.0;uniform_red_mid
1435;19767.0;106.0;76.0;7.0;3061.0;427.0;177.0;2863.0;1036.0;uniform_red_mid
1436;18113.0;100.0;85.0;42.0;3951.0;652.0;217.0;3042.0;1044.0;uniform_red_mid
1437;24289.0;105.0;42.0;82.0;5923.0;906.0;233.0;3601.0;986.0;uniform_red_mid
1438;25333.0;101.0;77.0;84.0;6027.0;997.0;295.0;3612.0;1003.0;uniform_red_mid
1439;30558.0;164.0;51.0;76.0;5894.0;902.0;278.0;4397.0;1412.0;uniform_red_mid
1440;26628.0;129.0;83.0;84.0;6116.0;1132.0;262.0;4522.0;1100.0;uniform_red_mid
1441;27477.0;149.0;63.0;66.0;5779.0;900.0;284.0;4122.0;1342.0;uniform_red_mid
1442;23017.0;152.0;32.0;10.0;2987.0;373.0;114.0;3023.0;1013.0;uniform_red_mid
1443;20106.0;128.0;5.0;44.0;3436.0;493.0;138.0;2775.0;870.0;uniform_red_mid
1444;23723.0;155.0;23.0;49.0;3815.0;563.0;143.0;3340.0;876.0;uniform_red_mid
1445;20154.0;124.0;39.0;2.0;2569.0;364.0;101.0;2935.0;905.0;uniform_red_mid
1446;29110.0;169.0;30.0;32.0;4117.0;533.0;176.0;3823.0;1282.0;uniform_red_mid
1447;20941.0;108.0;68.0;84.0;5749.0;787.0;217.0;3014.0;932.0;uniform_red_mid
1448;20748.0;117.0;40.0;85.0;5707.0;822.0;288.0;3250.0;1196.0;uniform_red_mid
1449;23060.0;146.0;43.0;11.0;3113.0;393.0;124.0;3053.0;977.0;uniform_red_mid
1450;17733.0;89.0;36.0;53.0;3956.0;574.0;116.0;2656.0;523.0;uniform_red_mid
1451;21162.0;139.0;43.0;2.0;2635.0;437.0;104.0;3588.0;968.0;uniform_red_mid
1452;26480.0;155.0;11.0;79.0;5247.0;860.0;162.0;4044.0;819.0;uniform_red_mid
1453;24214.0;135.0;57.0;25.0;3786.0;504.0;165.0;3350.0;1150.0;uniform_red_mid
1454;17881.0;107.0;3.0;57.0;3537.0;501.0;140.0;2585.0;730.0;uniform_red_mid
1455;22257.0;114.0;37.0;65.0;4767.0;839.0;223.0;3965.0;997.0;uniform_red_mid
1456;22050.0;160.0;23.0;3.0;2410.0;352.0;107.0;3072.0;1055.0;uniform_red_mid
1457;27034.0;144.0;81.0;2.0;3862.0;584.0;139.0;3995.0;951.0;uniform_red_mid
1458;22125.0;95.0;54.0;61.0;5235.0;613.0;169.0;2746.0;834.0;uniform_red_mid
1459;27414.0;166.0;24.0;32.0;3857.0;529.0;115.0;3741.0;854.0;uniform_red_mid
1460;20416.0;109.0;41.0;75.0;4731.0;779.0;238.0;3169.0;941.0;uniform_red_mid
1461;18050.0;107.0;32.0;48.0;3315.0;583.0;152.0;3037.0;776.0;uniform_red_mid
1462;30654.0;137.0;78.0;65.0;6393.0;954.0;233.0;4444.0;1259.0;uniform_red_mid
1463;16694.0;90.0;42.0;35.0;2997.0;415.0;110.0;2216.0;618.0;uniform_red_mid
1464;14238.0;92.0;30.0;51.0;3027.0;549.0;149.0;2436.0;698.0;uniform_red_mid
1465;16852.0;107.0;33.0;71.0;4546.0;627.0;199.0;2604.0;809.0;uniform_red_mid
1466;20209.0;111.0;23.0;69.0;4654.0;678.0;215.0;2995.0;955.0;uniform_red_mid
1467;23592.0;110.0;38.0;70.0;5370.0;690.0;192.0;3104.0;924.0;uniform_red_mid
1468;12010.0;90.0;32.0;9.0;1677.0;270.0;78.0;1924.0;613.0;uniform_red_mid
1469;16593.0;107.0;6.0;36.0;2620.0;345.0;106.0;2131.0;720.0;uniform_red_mid
1470;18962.0;108.0;68.0;32.0;3792.0;766.0;136.0;3819.0;707.0;uniform_red_mid
1471;27730.0;151.0;69.0;18.0;4072.0;580.0;190.0;3999.0;1339.0;uniform_red_mid
1472;26149.0;165.0;25.0;25.0;3309.0;508.0;146.0;3854.0;1153.0;uniform_red_mid
1473;29855.0;159.0;58.0;30.0;4508.0;538.0;189.0;3624.0;1220.0;uniform_red_mid
1474;20971.0;131.0;2.0;33.0;3021.0;398.0;101.0;2762.0;724.0;uniform_red_mid
1475;26559.0;165.0;16.0;44.0;4085.0;596.0;167.0;3758.0;1101.0;uniform_red_mid
1476;17529.0;116.0;51.0;12.0;2431.0;410.0;95.0;2760.0;743.0;uniform_red_mid
1477;24012.0;131.0;49.0;78.0;5237.0;897.0;290.0;3704.0;1274.0;uniform_red_mid
1478;20067.0;104.0;8.0;77.0;4907.0;782.0;187.0;3018.0;871.0;uniform_red_mid
1479;16935.0;109.0;37.0;53.0;3387.0;555.0;175.0;2731.0;884.0;uniform_red_mid
1480;13876.0;88.0;56.0;12.0;2375.0;369.0;111.0;2286.0;683.0;uniform_red_mid
1481;14963.0;91.0;11.0;59.0;3264.0;505.0;139.0;2254.0;670.0;uniform_red_mid
1482;25731.0;121.0;52.0;43.0;4893.0;585.0;192.0;3113.0;1052.0;uniform_red_mid
1483;21668.0;105.0;43.0;59.0;4791.0;616.0;165.0;2715.0;748.0;uniform_red_mid
1484;26164.0;158.0;58.0;34.0;4000.0;657.0;220.0;3969.0;1327.0;uniform_red_mid
1485;21626.0;104.0;67.0;64.0;4929.0;662.0;233.0;3076.0;1011.0;uniform_red_mid
1486;22719.0;131.0;52.0;71.0;4687.0;829.0;274.0;3975.0;1206.0;uniform_red_mid
1487;23845.0;135.0;71.0;12.0;3439.0;468.0;178.0;3243.0;1343.0;uniform_red_mid
1488;12923.0;93.0;35.0;33.0;2168.0;412.0;100.0;2300.0;583.0;uniform_red_mid
1489;24286.0;165.0;32.0;8.0;2905.0;424.0;100.0;3563.0;931.0;uniform_red_mid
1490;24180.0;157.0;57.0;25.0;3698.0;552.0;168.0;3625.0;1167.0;uniform_red_mid
1491;18311.0;114.0;33.0;27.0;2853.0;370.0;134.0;2460.0;933.0;uniform_red_mid
1492;18065.0;96.0;36.0;57.0;3716.0;568.0;214.0;2635.0;921.0;uniform_red_mid
1493;28460.0;170.0;53.0;22.0;4035.0;575.0;138.0;4135.0;1002.0;uniform_red_mid
1494;24108.0;145.0;28.0;75.0;4689.0;698.0;213.0;3495.0;1060.0;uniform_red_mid
1495;14858.0;86.0;31.0;32.0;2601.0;410.0;108.0;2088.0;665.0;uniform_red_mid
1496;16520.0;87.0;30.0;57.0;3843.0;576.0;137.0;2350.0;630.0;uniform_red_mid
1497;27455.0;118.0;81.0;81.0;6429.0;1093.0;281.0;3869.0;1070.0;uniform_red_mid
1498;18341.0;88.0;62.0;7.0;2784.0;368.0;83.0;2536.0;536.0;uniform_red_mid
1499;18403.0;105.0;28.0;55.0;3704.0;567.0;164.0;2893.0;842.0;uniform_red_mid
1500;20902.0;110.0;32.0;66.0;4878.0;691.0;182.0;3081.0;746.0;uniform_red_mid
1501;18240.0;115.0;20.0;4.0;2156.0;282.0;74.0;2402.0;684.0;uniform_red_mid
1502;21227.0;121.0;45.0;56.0;4477.0;785.0;231.0;3546.0;1168.0;uniform_red_mid
1503;25543.0;141.0;49.0;55.0;4559.0;729.0;210.0;3897.0;1125.0;uniform_red_mid
1504;27251.0;152.0;49.0;40.0;4852.0;769.0;172.0;4425.0;1044.0;uniform_red_mid
1505;24670.0;166.0;1.0;27.0;3084.0;482.0;120.0;3754.0;1015.0;uniform_red_mid
1506;14527.0;92.0;29.0;16.0;2080.0;265.0;89.0;2041.0;685.0;uniform_red_mid
1507;13772.0;89.0;40.0;17.0;2249.0;294.0;93.0;2027.0;659.0;uniform_red_mid
1508;20780.0;133.0;51.0;82.0;4513.0;781.0;265.0;3519.0;1139.0;uniform_red_mid
1509;30813.0;162.0;59.0;64.0;6126.0;845.0;287.0;4293.0;1401.0;uniform_red_mid
1510;29746.0;138.0;83.0;26.0;5107.0;686.0;155.0;4175.0;1038.0;uniform_red_mid
1511;21567.0;117.0;67.0;38.0;4379.0;674.0;153.0;3548.0;787.0;uniform_red_mid
1512;21955.0;94.0;83.0;26.0;4049.0;652.0;162.0;3387.0;912.0;uniform_red_mid
1513;18183.0;105.0;52.0;45.0;3512.0;551.0;205.0;2640.0;1148.0;uniform_red_mid
1514;20407.0;107.0;68.0;31.0;3800.0;634.0;147.0;3275.0;811.0;uniform_red_mid
1515;27794.0;124.0;78.0;83.0;6302.0;999.0;305.0;4026.0;1297.0;uniform_red_mid
1516;26561.0;135.0;80.0;55.0;4954.0;923.0;179.0;4253.0;977.0;uniform_red_mid
1517;28534.0;142.0;69.0;76.0;6350.0;929.0;202.0;4275.0;890.0;uniform_red_mid
1518;16139.0;90.0;50.0;5.0;2353.0;364.0;101.0;2499.0;574.0;uniform_red_mid
1519;19357.0;102.0;79.0;40.0;4097.0;514.0;217.0;2530.0;918.0;uniform_red_mid
1520;23762.0;141.0;40.0;25.0;3436.0;465.0;118.0;3225.0;856.0;uniform_red_mid
1521;22952.0;129.0;36.0;70.0;4409.0;766.0;224.0;3561.0;1032.0;uniform_red_mid
1522;27278.0;161.0;38.0;62.0;5181.0;823.0;194.0;4132.0;1059.0;uniform_red_mid
1523;21478.0;113.0;77.0;22.0;3518.0;500.0;148.0;2825.0;895.0;uniform_red_mid
1524;25548.0;135.0;81.0;57.0;5715.0;780.0;228.0;3880.0;1239.0;uniform_red_mid
1525;25896.0;108.0;61.0;58.0;6579.0;815.0;198.0;3165.0;1051.0;uniform_red_mid
1526;18323.0;110.0;17.0;22.0;2296.0;327.0;89.0;2469.0;664.0;uniform_red_mid
1527;19234.0;119.0;12.0;70.0;3968.0;754.0;157.0;3339.0;850.0;uniform_red_mid
1528;28931.0;161.0;64.0;31.0;4574.0;772.0;216.0;4804.0;1370.0;uniform_red_mid
1529;16704.0;102.0;16.0;0.0;1818.0;280.0;64.0;2379.0;533.0;uniform_red_mid
1530;18765.0;142.0;28.0;43.0;3150.0;558.0;160.0;3395.0;983.0;uniform_red_mid
1531;15810.0;111.0;11.0;17.0;2059.0;300.0;79.0;2573.0;698.0;uniform_red_mid
1532;21749.0;133.0;31.0;48.0;3813.0;491.0;155.0;2685.0;896.0;uniform_red_mid
1533;32401.0;154.0;49.0;83.0;6863.0;785.0;241.0;3950.0;1174.0;uniform_red_mid
1534;13501.0;87.0;6.0;42.0;2391.0;423.0;104.0;2078.0;575.0;uniform_red_mid
1535;22504.0;135.0;4.0;82.0;4988.0;927.0;193.0;4315.0;894.0;uniform_red_mid
1536;31593.0;160.0;77.0;69.0;6524.0;911.0;294.0;4275.0;1347.0;uniform_red_mid
1537;25418.0;123.0;46.0;57.0;5192.0;735.0;173.0;3405.0;812.0;uniform_red_mid
1538;13865.0;100.0;26.0;30.0;2133.0;396.0;118.0;2435.0;734.0;uniform_red_mid
1539;14729.0;91.0;17.0;62.0;3515.0;521.0;161.0;2294.0;666.0;uniform_red_mid
1540;13721.0;99.0;32.0;17.0;2101.0;298.0;84.0;2165.0;661.0;uniform_red_mid
1541;22067.0;121.0;14.0;83.0;5057.0;708.0;194.0;3299.0;856.0;uniform_red_mid
1542;19298.0;127.0;17.0;60.0;3922.0;514.0;147.0;2624.0;740.0;uniform_red_mid
1543;24862.0;157.0;68.0;0.0;3333.0;540.0;130.0;4119.0;1019.0;uniform_red_mid
1544;13168.0;97.0;18.0;14.0;1750.0;266.0;51.0;2117.0;481.0;uniform_red_mid
1545;22880.0;89.0;82.0;59.0;6248.0;873.0;237.0;2879.0;1047.0;uniform_red_mid
1546;18265.0;109.0;14.0;46.0;3273.0;416.0;140.0;2408.0;811.0;uniform_red_mid
1547;26276.0;127.0;73.0;30.0;4579.0;573.0;180.0;3355.0;1006.0;uniform_red_mid
1548;20943.0;129.0;16.0;73.0;4418.0;645.0;138.0;3313.0;667.0;uniform_red_mid
1549;21790.0;104.0;18.0;67.0;4847.0;681.0;151.0;2741.0;709.0;uniform_red_mid
1550;16331.0;142.0;2.0;18.0;2069.0;325.0;107.0;2801.0;926.0;uniform_red_mid
1551;24185.0;146.0;29.0;65.0;4717.0;822.0;224.0;4004.0;1203.0;uniform_red_mid
1552;15080.0;114.0;2.0;13.0;1776.0;262.0;73.0;2264.0;736.0;uniform_red_mid
1553;32442.0;139.0;59.0;62.0;6438.0;927.0;256.0;4351.0;1248.0;uniform_red_mid
1554;16862.0;94.0;27.0;56.0;3856.0;662.0;136.0;2873.0;688.0;uniform_red_mid
1555;26422.0;138.0;82.0;72.0;6365.0;1065.0;206.0;4823.0;1051.0;uniform_red_mid
1556;27161.0;148.0;57.0;34.0;4218.0;553.0;163.0;3313.0;1007.0;uniform_red_mid
1557;17642.0;102.0;8.0;38.0;3097.0;385.0;136.0;2030.0;773.0;uniform_red_mid
1558;21883.0;140.0;42.0;15.0;2984.0;378.0;135.0;2948.0;1049.0;uniform_red_mid
1559;21627.0;120.0;54.0;20.0;3496.0;564.0;116.0;3456.0;788.0;uniform_red_mid
1560;19777.0;91.0;83.0;49.0;4340.0;848.0;174.0;3709.0;832.0;uniform_red_mid
1561;19935.0;100.0;20.0;83.0;5218.0;811.0;244.0;3014.0;978.0;uniform_red_mid
1562;24287.0;115.0;48.0;28.0;3572.0;421.0;111.0;2547.0;771.0;uniform_red_mid
1563;15378.0;100.0;18.0;53.0;3056.0;530.0;134.0;2488.0;627.0;uniform_red_mid
1564;20377.0;102.0;32.0;70.0;5002.0;795.0;233.0;3055.0;942.0;uniform_red_mid
1565;27414.0;164.0;78.0;5.0;3665.0;592.0;177.0;4237.0;1294.0;uniform_red_mid
1566;20109.0;144.0;28.0;55.0;3531.0;644.0;177.0;3411.0;960.0;uniform_red_mid
1567;23696.0;155.0;28.0;27.0;3181.0;477.0;147.0;3488.0;1066.0;uniform_red_mid
1568;24652.0;110.0;51.0;75.0;5549.0;624.0;232.0;3310.0;1051.0;uniform_red_mid
1569;19733.0;122.0;34.0;6.0;2352.0;356.0;80.0;2873.0;698.0;uniform_red_mid
1570;20796.0;157.0;8.0;1.0;2237.0;323.0;107.0;3303.0;1105.0;uniform_red_mid
1571;19821.0;109.0;15.0;62.0;4253.0;477.0;158.0;2420.0;789.0;uniform_red_mid
1572;23953.0;136.0;31.0;76.0;5027.0;669.0;217.0;2982.0;1055.0;uniform_red_mid
1573;26601.0;165.0;14.0;28.0;3391.0;441.0;137.0;3306.0;1038.0;uniform_red_mid
1574;18352.0;114.0;61.0;7.0;2650.0;406.0;109.0;2610.0;758.0;uniform_red_mid
1575;15017.0;92.0;23.0;36.0;2782.0;426.0;128.0;2384.0;705.0;uniform_red_mid
1576;21238.0;93.0;78.0;9.0;3226.0;323.0;142.0;2219.0;787.0;uniform_red_mid
1577;29610.0;160.0;64.0;64.0;5722.0;965.0;292.0;4634.0;1455.0;uniform_red_mid
1578;22888.0;124.0;61.0;29.0;3616.0;591.0;152.0;3503.0;866.0;uniform_red_mid
1579;32134.0;168.0;56.0;75.0;7061.0;1007.0;281.0;4807.0;1389.0;uniform_red_mid
1580;23711.0;125.0;64.0;33.0;4291.0;579.0;165.0;3085.0;937.0;uniform_red_mid
1581;25247.0;133.0;79.0;21.0;3949.0;620.0;163.0;3894.0;1124.0;uniform_red_mid
1582;29530.0;165.0;74.0;41.0;5190.0;835.0;220.0;4616.0;1270.0;uniform_red_mid
1583;19272.0;107.0;5.0;36.0;3101.0;370.0;105.0;2262.0;758.0;uniform_red_mid
1584;32545.0;167.0;66.0;57.0;6360.0;958.0;237.0;4976.0;1376.0;uniform_red_mid
1585;26116.0;139.0;73.0;12.0;3842.0;502.0;162.0;3231.0;1185.0;uniform_red_mid
1586;22212.0;127.0;18.0;50.0;4019.0;546.0;145.0;2855.0;818.0;uniform_red_mid
1587;13146.0;101.0;3.0;14.0;1751.0;243.0;62.0;2163.0;587.0;uniform_red_mid
1588;30217.0;133.0;84.0;62.0;6005.0;830.0;198.0;3603.0;915.0;uniform_red_mid
1589;26649.0;151.0;78.0;29.0;4461.0;635.0;176.0;4100.0;1082.0;uniform_red_mid
1590;22345.0;131.0;30.0;9.0;2676.0;370.0;95.0;3244.0;797.0;uniform_red_mid
1591;14405.0;97.0;6.0;3.0;1475.0;210.0;60.0;1905.0;544.0;uniform_red_mid
1592;21191.0;163.0;17.0;4.0;2380.0;383.0;89.0;3700.0;855.0;uniform_red_mid
1593;25726.0;158.0;3.0;33.0;3518.0;477.0;119.0;3486.0;894.0;uniform_red_mid
1594;20060.0;125.0;2.0;57.0;3897.0;565.0;166.0;2834.0;893.0;uniform_red_mid
1595;27541.0;139.0;69.0;43.0;5043.0;665.0;189.0;3575.0;1104.0;uniform_red_mid
1596;23028.0;138.0;60.0;42.0;4026.0;700.0;192.0;3895.0;1120.0;uniform_red_mid
1597;25785.0;157.0;51.0;53.0;4367.0;777.0;229.0;4244.0;1240.0;uniform_red_mid
1598;20233.0;132.0;31.0;75.0;4687.0;840.0;239.0;3684.0;1048.0;uniform_red_mid
1599;18708.0;113.0;45.0;21.0;2694.0;381.0;144.0;2738.0;956.0;uniform_red_mid
1600;23188.0;151.0;31.0;44.0;3689.0;596.0;161.0;3473.0;989.0;uniform_red_mid
1601;34639.0;160.0;76.0;71.0;7212.0;923.0;190.0;4392.0;905.0;uniform_red_mid
1602;18135.0;88.0;76.0;16.0;2871.0;478.0;129.0;2334.0;726.0;uniform_red_mid
1603;24540.0;166.0;3.0;18.0;2963.0;374.0;122.0;3228.0;1163.0;uniform_red_mid
1604;27004.0;97.0;78.0;67.0;6327.0;780.0;225.0;3372.0;884.0;uniform_red_mid
1605;24167.0;142.0;0.0;69.0;4957.0;667.0;162.0;3326.0;970.0;uniform_red_mid
1606;25782.0;136.0;33.0;69.0;5377.0;783.0;233.0;3586.0;1172.0;uniform_red_mid
1607;24076.0;162.0;8.0;12.0;2588.0;381.0;103.0;3400.0;1095.0;uniform_red_mid
1608;12655.0;86.0;24.0;26.0;1881.0;350.0;73.0;2081.0;468.0;uniform_red_mid
1609;30488.0;162.0;63.0;83.0;7001.0;957.0;274.0;4317.0;1288.0;uniform_red_mid
1610;19294.0;118.0;48.0;10.0;2616.0;457.0;107.0;3247.0;808.0;uniform_red_mid
1611;25078.0;144.0;53.0;0.0;3296.0;439.0;113.0;3314.0;849.0;uniform_red_mid
1612;21958.0;135.0;38.0;73.0;4993.0;875.0;200.0;3856.0;1031.0;uniform_red_mid
1613;23856.0;169.0;0.0;25.0;2911.0;491.0;142.0;3898.0;1125.0;uniform_red_mid
1614;16999.0;136.0;22.0;5.0;1991.0;290.0;98.0;2614.0;981.0;uniform_red_mid
1615;27917.0;161.0;13.0;50.0;4592.0;632.0;129.0;3822.0;839.0;uniform_red_mid
1616;22465.0;124.0;78.0;41.0;4387.0;626.0;144.0;3234.0;779.0;uniform_red_mid
1617;16749.0;93.0;66.0;51.0;3801.0;685.0;208.0;2774.0;937.0;uniform_red_mid
1618;21319.0;132.0;9.0;35.0;3246.0;444.0;120.0;2927.0;803.0;uniform_red_mid
1619;25893.0;149.0;51.0;13.0;3701.0;550.0;145.0;4105.0;1093.0;uniform_red_mid
1620;28498.0;166.0;68.0;1.0;3966.0;587.0;129.0;4247.0;1079.0;uniform_red_mid
1621;17044.0;114.0;17.0;61.0;3376.0;620.0;151.0;2826.0;804.0;uniform_red_mid
1622;18729.0;101.0;75.0;9.0;3181.0;534.0;130.0;3123.0;869.0;uniform_red_mid
1623;24428.0;142.0;42.0;11.0;3220.0;448.0;105.0;3547.0;910.0;uniform_red_mid
1624;18999.0;129.0;10.0;51.0;3409.0;606.0;110.0;3353.0;629.0;uniform_red_mid
1625;18446.0;116.0;49.0;14.0;2630.0;440.0;118.0;2817.0;849.0;uniform_red_mid
1626;26110.0;155.0;83.0;30.0;4115.0;826.0;145.0;4671.0;912.0;uniform_red_mid
1627;21657.0;133.0;32.0;5.0;2691.0;347.0;95.0;2920.0;862.0;uniform_red_mid
1628;19999.0;123.0;56.0;4.0;2621.0;467.0;88.0;3625.0;667.0;uniform_red_mid
1629;15023.0;105.0;30.0;13.0;1938.0;251.0;95.0;2108.0;779.0;uniform_red_mid
1630;18896.0;102.0;70.0;44.0;4514.0;648.0;182.0;3091.0;887.0;uniform_red_mid
1631;26362.0;136.0;64.0;7.0;3619.0;520.0;129.0;3865.0;935.0;uniform_red_mid
1632;30840.0;146.0;66.0;76.0;7156.0;954.0;307.0;4274.0;1369.0;uniform_red_mid
1633;24827.0;120.0;63.0;51.0;5237.0;721.0;206.0;3566.0;1014.0;uniform_red_mid
1634;18431.0;140.0;26.0;4.0;2127.0;336.0;99.0;3093.0;834.0;uniform_red_mid
1635;20577.0;140.0;21.0;28.0;2711.0;436.0;109.0;3263.0;853.0;uniform_red_mid
1636;25174.0;119.0;73.0;83.0;5939.0;924.0;223.0;3803.0;908.0;uniform_red_mid
1637;29888.0;138.0;80.0;67.0;6312.0;914.0;262.0;4258.0;1216.0;uniform_red_mid
1638;16488.0;104.0;17.0;1.0;1743.0;239.0;48.0;2047.0;500.0;uniform_red_mid
1639;23265.0;123.0;42.0;73.0;5077.0;758.0;234.0;3274.0;1069.0;uniform_red_mid
1640;19062.0;111.0;27.0;52.0;3861.0;589.0;180.0;2917.0;814.0;uniform_red_mid
1641;26168.0;129.0;82.0;47.0;5365.0;912.0;227.0;4232.0;1136.0;uniform_red_mid
1642;17883.0;134.0;22.0;16.0;2192.0;327.0;96.0;2854.0;808.0;uniform_red_mid
1643;17621.0;116.0;48.0;12.0;2322.0;369.0;95.0;2712.0;695.0;uniform_red_mid
1644;22585.0;147.0;12.0;28.0;2962.0;389.0;103.0;2744.0;794.0;uniform_red_mid
1645;17487.0;87.0;7.0;69.0;4503.0;655.0;176.0;2653.0;786.0;uniform_red_mid
1646;19447.0;87.0;76.0;57.0;5243.0;652.0;183.0;2432.0;784.0;uniform_red_mid
1647;22935.0;88.0;70.0;73.0;5996.0;673.0;245.0;2537.0;878.0;uniform_red_mid
1648;25824.0;135.0;66.0;42.0;4618.0;706.0;190.0;3907.0;1036.0;uniform_red_mid
1649;25515.0;96.0;67.0;73.0;6619.0;1034.0;268.0;4053.0;1074.0;uniform_red_mid
1650;19803.0;88.0;80.0;21.0;4077.0;492.0;140.0;2857.0;811.0;uniform_red_mid
1651;17580.0;115.0;14.0;53.0;3376.0;540.0;137.0;2818.0;776.0;uniform_red_mid
1652;20244.0;94.0;48.0;50.0;4387.0;676.0;181.0;2923.0;843.0;uniform_red_mid
1653;27286.0;162.0;32.0;39.0;4188.0;589.0;179.0;3733.0;1172.0;uniform_red_mid
1654;21431.0;116.0;12.0;43.0;3581.0;415.0;136.0;2285.0;783.0;uniform_red_mid
1655;27009.0;155.0;22.0;75.0;5412.0;857.0;204.0;4136.0;1094.0;uniform_red_mid
1656;25057.0;111.0;56.0;72.0;6038.0;840.0;191.0;3784.0;791.0;uniform_red_mid
1657;18872.0;111.0;31.0;35.0;3305.0;465.0;121.0;2767.0;739.0;uniform_red_mid
1658;22480.0;101.0;53.0;64.0;5243.0;619.0;269.0;2721.0;1122.0;uniform_red_mid
